YEAR,STATE,COMMODITY,DATA ITEM,METRIC,VALUE
2015,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,260000
2015,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2015,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2225000
2015,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2290000
2015,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,50.3
2015,WEST VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,4000
2015,WEST VIRGINIA,WHEAT, ACRES PLANTED,ACRE,9000
2015,WEST VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2015,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,210000
2015,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,230000
2015,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,74
2015,WYOMING,WHEAT, ACRES HARVESTED,ACRE,130000
2015,WYOMING,WHEAT, ACRES PLANTED,ACRE,145000
2015,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,32
2014,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,225000
2014,ALABAMA,WHEAT, ACRES PLANTED,ACRE,255000
2014,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,69
2014,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,83000
2014,ARIZONA,WHEAT, ACRES PLANTED,ACRE,85000
2014,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,110.1
2014,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,395000
2014,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,465000
2014,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2014,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,220000
2014,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,530000
2014,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,83.4
2014,COLORADO,WHEAT, ACRES HARVESTED,ACRE,2358000
2014,COLORADO,WHEAT, ACRES PLANTED,ACRE,2759000
2014,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,38.1
2014,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,75000
2014,DELAWARE,WHEAT, ACRES PLANTED,ACRE,80000
2014,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2014,FLORIDA,WHEAT, ACRES HARVESTED,ACRE,10000
2014,FLORIDA,WHEAT, ACRES PLANTED,ACRE,15000
2014,FLORIDA,WHEAT, YIELD, MEASURED IN BU / ACRE,39
2014,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,230000
2014,GEORGIA,WHEAT, ACRES PLANTED,ACRE,300000
2014,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2014,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1196000
2014,IDAHO,WHEAT, ACRES PLANTED,ACRE,1271000
2014,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,78.4
2014,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,670000
2014,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,740000
2014,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2014,INDIANA,WHEAT, ACRES HARVESTED,ACRE,335000
2014,INDIANA,WHEAT, ACRES PLANTED,ACRE,390000
2014,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2014,IOWA,WHEAT, ACRES HARVESTED,ACRE,15000
2014,IOWA,WHEAT, ACRES PLANTED,ACRE,26000
2014,IOWA,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2014,KANSAS,WHEAT, ACRES HARVESTED,ACRE,8800000
2014,KANSAS,WHEAT, ACRES PLANTED,ACRE,9600000
2014,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,28
2014,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,510000
2014,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,630000
2014,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2014,LOUISIANA,WHEAT, ACRES HARVESTED,ACRE,150000
2014,LOUISIANA,WHEAT, ACRES PLANTED,ACRE,160000
2014,LOUISIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2014,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,250000
2014,MARYLAND,WHEAT, ACRES PLANTED,ACRE,340000
2014,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,70
2014,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,470000
2014,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,550000
2014,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,74
2014,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1212000
2014,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1262000
2014,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,54.8
2014,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,215000
2014,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,230000
2014,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2014,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,740000
2014,MISSOURI,WHEAT, ACRES PLANTED,ACRE,880000
2014,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2014,MONTANA,WHEAT, ACRES HARVESTED,ACRE,5650000
2014,MONTANA,WHEAT, ACRES PLANTED,ACRE,5985000
2014,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,37.1
2014,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,1450000
2014,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,1550000
2014,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2014,NEVADA,WHEAT, ACRES HARVESTED,ACRE,10000
2014,NEVADA,WHEAT, ACRES PLANTED,ACRE,21000
2014,NEVADA,WHEAT, YIELD, MEASURED IN BU / ACRE,105
2014,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,25000
2014,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,33000
2014,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2014,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,105000
2014,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,380000
2014,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,28
2014,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,95000
2014,NEW YORK,WHEAT, ACRES PLANTED,ACRE,120000
2014,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2014,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,770000
2014,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,830000
2014,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2014,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,7490000
2014,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,7960000
2014,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,46.3
2014,OHIO,WHEAT, ACRES HARVESTED,ACRE,545000
2014,OHIO,WHEAT, ACRES PLANTED,ACRE,620000
2014,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,74
2014,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,2800000
2014,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,5300000
2014,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,17
2014,OREGON,WHEAT, ACRES HARVESTED,ACRE,818000
2014,OREGON,WHEAT, ACRES PLANTED,ACRE,830000
2014,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,54.3
2014,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,150000
2014,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,185000
2014,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2014,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,220000
2014,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,230000
2014,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2014,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,2364000
2014,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,2514000
2014,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,55.5
2014,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,475000
2014,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,530000
2014,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2014,TEXAS,WHEAT, ACRES HARVESTED,ACRE,2250000
2014,TEXAS,WHEAT, ACRES PLANTED,ACRE,6000000
2014,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2014,UTAH,WHEAT, ACRES HARVESTED,ACRE,117000
2014,UTAH,WHEAT, ACRES PLANTED,ACRE,130000
2014,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,50.3
2014,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,260000
2014,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,290000
2014,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2014,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2250000
2014,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2320000
2014,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,48.2
2014,WEST VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,7000
2014,WEST VIRGINIA,WHEAT, ACRES PLANTED,ACRE,10000
2014,WEST VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2014,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,250000
2014,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,295000
2014,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2014,WYOMING,WHEAT, ACRES HARVESTED,ACRE,125000
2014,WYOMING,WHEAT, ACRES PLANTED,ACRE,140000
2014,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,38
2013,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,285000
2013,ALABAMA,WHEAT, ACRES PLANTED,ACRE,310000
2013,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,69
2013,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,84000
2013,ARIZONA,WHEAT, ACRES PLANTED,ACRE,87000
2013,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,99.4
2013,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,610000
2013,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,680000
2013,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2013,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,394000
2013,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,690000
2013,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,82.5
2013,COLORADO,WHEAT, ACRES HARVESTED,ACRE,1639000
2013,COLORADO,WHEAT, ACRES PLANTED,ACRE,2310000
2013,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,25.3
2013,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,78000
2013,DELAWARE,WHEAT, ACRES PLANTED,ACRE,85000
2013,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2013,FLORIDA,WHEAT, ACRES HARVESTED,ACRE,19000
2013,FLORIDA,WHEAT, ACRES PLANTED,ACRE,25000
2013,FLORIDA,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2013,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,360000
2013,GEORGIA,WHEAT, ACRES PLANTED,ACRE,430000
2013,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2013,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1261000
2013,IDAHO,WHEAT, ACRES PLANTED,ACRE,1321000
2013,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,82.2
2013,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,840000
2013,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,880000
2013,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2013,INDIANA,WHEAT, ACRES HARVESTED,ACRE,435000
2013,INDIANA,WHEAT, ACRES PLANTED,ACRE,460000
2013,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2013,IOWA,WHEAT, ACRES HARVESTED,ACRE,21000
2013,IOWA,WHEAT, ACRES PLANTED,ACRE,30000
2013,IOWA,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2013,KANSAS,WHEAT, ACRES HARVESTED,ACRE,8450000
2013,KANSAS,WHEAT, ACRES PLANTED,ACRE,9500000
2013,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,38
2013,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,610000
2013,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,700000
2013,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2013,LOUISIANA,WHEAT, ACRES HARVESTED,ACRE,255000
2013,LOUISIANA,WHEAT, ACRES PLANTED,ACRE,265000
2013,LOUISIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2013,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,260000
2013,MARYLAND,WHEAT, ACRES PLANTED,ACRE,345000
2013,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2013,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,590000
2013,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,620000
2013,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2013,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1184000
2013,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1227000
2013,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,56.7
2013,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,385000
2013,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,400000
2013,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2013,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,985000
2013,MISSOURI,WHEAT, ACRES PLANTED,ACRE,1080000
2013,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2013,MONTANA,WHEAT, ACRES HARVESTED,ACRE,5165000
2013,MONTANA,WHEAT, ACRES PLANTED,ACRE,5400000
2013,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,39
2013,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,1140000
2013,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,1470000
2013,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,35
2013,NEVADA,WHEAT, ACRES HARVESTED,ACRE,15000
2013,NEVADA,WHEAT, ACRES PLANTED,ACRE,31000
2013,NEVADA,WHEAT, YIELD, MEASURED IN BU / ACRE,87
2013,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,29000
2013,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,34000
2013,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,54
2013,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,100000
2013,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,440000
2013,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,44
2013,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,115000
2013,NEW YORK,WHEAT, ACRES PLANTED,ACRE,125000
2013,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2013,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,925000
2013,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,990000
2013,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2013,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,6025000
2013,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,6105000
2013,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,45.4
2013,OHIO,WHEAT, ACRES HARVESTED,ACRE,640000
2013,OHIO,WHEAT, ACRES PLANTED,ACRE,660000
2013,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,70
2013,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,3400000
2013,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,5600000
2013,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,31
2013,OREGON,WHEAT, ACRES HARVESTED,ACRE,868000
2013,OREGON,WHEAT, ACRES PLANTED,ACRE,880000
2013,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,62.1
2013,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,155000
2013,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,185000
2013,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2013,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,265000
2013,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,280000
2013,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,54
2013,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,1839000
2013,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,2494000
2013,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,42.2
2013,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,575000
2013,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,640000
2013,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2013,TEXAS,WHEAT, ACRES HARVESTED,ACRE,2350000
2013,TEXAS,WHEAT, ACRES PLANTED,ACRE,6300000
2013,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,29
2013,UTAH,WHEAT, ACRES HARVESTED,ACRE,124000
2013,UTAH,WHEAT, ACRES PLANTED,ACRE,138000
2013,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,44.2
2013,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,290000
2013,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,335000
2013,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2013,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2175000
2013,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2210000
2013,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,66.9
2013,WEST VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,7000
2013,WEST VIRGINIA,WHEAT, ACRES PLANTED,ACRE,9000
2013,WEST VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2013,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,265000
2013,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,315000
2013,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2013,WYOMING,WHEAT, ACRES HARVESTED,ACRE,120000
2013,WYOMING,WHEAT, ACRES PLANTED,ACRE,150000
2013,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,24
2012,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,185000
2012,ALABAMA,WHEAT, ACRES PLANTED,ACRE,220000
2012,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2012,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,110000
2012,ARIZONA,WHEAT, ACRES PLANTED,ACRE,114000
2012,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,94.2
2012,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,445000
2012,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,550000
2012,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,55
2012,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,425000
2012,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,715000
2012,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,90.9
2012,COLORADO,WHEAT, ACRES HARVESTED,ACRE,2212000
2012,COLORADO,WHEAT, ACRES PLANTED,ACRE,2363000
2012,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,31.3
2012,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,76000
2012,DELAWARE,WHEAT, ACRES PLANTED,ACRE,80000
2012,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,74
2012,FLORIDA,WHEAT, ACRES HARVESTED,ACRE,15000
2012,FLORIDA,WHEAT, ACRES PLANTED,ACRE,20000
2012,FLORIDA,WHEAT, YIELD, MEASURED IN BU / ACRE,42
2012,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,230000
2012,GEORGIA,WHEAT, ACRES PLANTED,ACRE,290000
2012,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,50
2012,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1243000
2012,IDAHO,WHEAT, ACRES PLANTED,ACRE,1303000
2012,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,78.2
2012,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,640000
2012,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,650000
2012,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2012,INDIANA,WHEAT, ACRES HARVESTED,ACRE,285000
2012,INDIANA,WHEAT, ACRES PLANTED,ACRE,330000
2012,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2012,IOWA,WHEAT, ACRES HARVESTED,ACRE,13000
2012,IOWA,WHEAT, ACRES PLANTED,ACRE,18000
2012,IOWA,WHEAT, YIELD, MEASURED IN BU / ACRE,50
2012,KANSAS,WHEAT, ACRES HARVESTED,ACRE,9100000
2012,KANSAS,WHEAT, ACRES PLANTED,ACRE,9400000
2012,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,42
2012,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,440000
2012,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,550000
2012,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2012,LOUISIANA,WHEAT, ACRES HARVESTED,ACRE,275000
2012,LOUISIANA,WHEAT, ACRES PLANTED,ACRE,285000
2012,LOUISIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2012,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,210000
2012,MARYLAND,WHEAT, ACRES PLANTED,ACRE,310000
2012,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2012,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,535000
2012,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,560000
2012,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2012,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1342000
2012,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1385000
2012,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2012,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,320000
2012,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,345000
2012,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2012,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,680000
2012,MISSOURI,WHEAT, ACRES PLANTED,ACRE,780000
2012,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2012,MONTANA,WHEAT, ACRES HARVESTED,ACRE,5615000
2012,MONTANA,WHEAT, ACRES PLANTED,ACRE,5800000
2012,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,34.8
2012,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,1300000
2012,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,1370000
2012,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,41
2012,NEVADA,WHEAT, ACRES HARVESTED,ACRE,15000
2012,NEVADA,WHEAT, ACRES PLANTED,ACRE,26000
2012,NEVADA,WHEAT, YIELD, MEASURED IN BU / ACRE,77.8
2012,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,23000
2012,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,27000
2012,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2012,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,105000
2012,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,440000
2012,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,27
2012,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,85000
2012,NEW YORK,WHEAT, ACRES PLANTED,ACRE,100000
2012,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2012,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,740000
2012,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,810000
2012,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2012,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,7765000
2012,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,7840000
2012,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,43.8
2012,OHIO,WHEAT, ACRES HARVESTED,ACRE,450000
2012,OHIO,WHEAT, ACRES PLANTED,ACRE,500000
2012,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2012,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,4300000
2012,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,5400000
2012,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,36
2012,OREGON,WHEAT, ACRES HARVESTED,ACRE,878000
2012,OREGON,WHEAT, ACRES PLANTED,ACRE,885000
2012,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,65.6
2012,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,135000
2012,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,155000
2012,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2012,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,220000
2012,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,235000
2012,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2012,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,2225000
2012,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,2395000
2012,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,45.9
2012,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,330000
2012,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,405000
2012,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2012,TEXAS,WHEAT, ACRES HARVESTED,ACRE,2900000
2012,TEXAS,WHEAT, ACRES PLANTED,ACRE,5600000
2012,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,33
2012,UTAH,WHEAT, ACRES HARVESTED,ACRE,122000
2012,UTAH,WHEAT, ACRES PLANTED,ACRE,140000
2012,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,46.3
2012,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,240000
2012,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,280000
